AILI(sub, obj, type, content, context, time)
SpeechPositive(997, 993, Positive, This is fun!, null, 710)
SpeechPositive(995, 997, Positive, This is fun!, null, 741)
SpeechNegative(997, 995, Negative, Not so fun ..., null, 742)
SpeechNegative(995, 993, Negative, Not so fun ..., null, 780)
SpeechPositive(991, 999, Positive, This is fun!, null, 813)
SpeechPositive(991, 995, Positive, This is fun!, null, 840)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 856)
SpeechPositive(997, 993, Positive, This is fun!, null, 896)
SpeechGreet(999, 995, Positive, Nice to meet you!, null, 1011)
SpeechPositive(999, 995, Positive, This is fun!, null, 1011)
SpeechPositive(991, 995, Positive, This is fun!, null, 1012)
SpeechPositive(999, 991, Positive, This is fun!, null, 1024)
SpeechPositive(991, 995, Positive, This is fun!, null, 1029)
SpeechNegative(993, 997, Negative, Not so fun ..., null, 1038)
SpeechPositive(991, 999, Positive, This is fun!, null, 1054)
SpeechNegative(999, 991, Negative, Not so fun ..., null, 1063)
SpeechPositive(999, 995, Positive, This is fun!, null, 1082)
SpeechPositive(997, 993, Positive, This is fun!, null, 1092)
SpeechPositive(991, 999, Positive, This is fun!, null, 1094)
SpeechNegative(993, 999, Negative, Not so fun ..., null, 1200)
SpeechPositive(991, 995, Positive, This is fun!, null, 1203)
SpeechPositive(997, 995, Positive, This is fun!, null, 1225)
SpeechNegative(999, 993, Negative, Not so fun ..., null, 1242)
SpeechPositive(997, 991, Positive, This is fun!, null, 1258)
SpeechPositive(991, 995, Positive, This is fun!, null, 1287)
SpeechPositive(991, 997, Positive, This is fun!, null, 1347)
SpeechPositive(991, 997, Positive, This is fun!, null, 1375)
SpeechNegative(995, 991, Negative, Not so fun ..., null, 1386)
SpeechPositive(995, 991, Positive, This is fun!, null, 1407)
SpeechPositive(993, 999, Positive, This is fun!, null, 1411)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 1424)
SpeechPositive(999, 993, Positive, This is fun!, null, 1459)
SpeechPositive(997, 995, Positive, This is fun!, null, 1462)
SpeechPositive(995, 991, Positive, This is fun!, null, 1483)
SpeechPositive(997, 995, Positive, This is fun!, null, 1495)
SpeechPositive(999, 993, Positive, This is fun!, null, 1573)
SpeechPositive(993, 999, Positive, This is fun!, null, 1608)
SpeechPositive(995, 997, Positive, This is fun!, null, 1621)
SpeechNegative(993, 991, Negative, Not so fun ..., null, 1648)
SpeechPositive(991, 993, Positive, This is fun!, null, 1682)
SpeechPositive(991, 993, Positive, This is fun!, null, 1709)
SpeechNegative(991, 999, Negative, Not so fun ..., null, 1734)
SpeechPositive(999, 993, Positive, This is fun!, null, 1752)
SpeechPositive(991, 999, Positive, This is fun!, null, 1771)
SpeechPositive(991, 993, Positive, This is fun!, null, 1822)
SpeechPositive(995, 997, Positive, This is fun!, null, 1833)
SpeechPositive(995, 997, Positive, This is fun!, null, 1837)
SpeechPositive(995, 993, Positive, This is fun!, null, 1851)
SpeechPositive(991, 993, Positive, This is fun!, null, 1905)
SpeechNegative(997, 995, Negative, Not so fun ..., null, 1913)
SpeechNegative(993, 995, Negative, Not so fun ..., null, 1914)
SpeechPositive(999, 993, Positive, This is fun!, null, 2003)
SpeechPositive(995, 993, Positive, This is fun!, null, 2038)
SpeechNegative(993, 997, Negative, Not so fun ..., null, 2114)
SpeechNegative(997, 993, Negative, Not so fun ..., null, 2126)
SpeechNegative(995, 991, Negative, Not so fun ..., null, 2127)
SpeechNegative(999, 991, Negative, Not so fun ..., null, 2136)
SpeechPositive(991, 997, Positive, This is fun!, null, 2144)
SpeechPositive(999, 991, Positive, This is fun!, null, 2168)
SpeechNegative(997, 993, Negative, Not so fun ..., null, 2177)
SpeechPositive(997, 993, Positive, This is fun!, null, 2181)
SpeechNegative(995, 997, Negative, Not so fun ..., null, 2195)
SpeechPositive(993, 997, Positive, This is fun!, null, 2205)
SpeechPositive(991, 999, Positive, This is fun!, null, 2262)
SpeechProposal(991, 999, Proposal, Will you come to the prom with me!, null, 2262)
ThoughtConflict(999, 991, Conflict, Should I go to the Prom with 991? I really want to go with 997, null, 2262)
SpeechRejection(999, 991, Rejection, I'm Sorry 991, I don't want to go to the Prom with you., null, 2262)
SpeechProposal(999, 991, Proposal, Will you come to the prom with me!, null, 2262)
ThoughtConflict(991, 999, Conflict, Should I go to the Prom with 999? I really want to go with 993, null, 2262)
SpeechAccept(991, 999, Accept, Yes 999! I'd love to go to the Prom with you!, null, 2262)
SpeechGreet(999, 997, Positive, Nice to meet you!, null, 2274)
SpeechPositive(999, 997, Positive, This is fun!, null, 2274)
SpeechPositive(991, 999, Positive, This is fun!, null, 2298)
SpeechPositive(991, 999, Positive, This is fun!, null, 2332)
SpeechPositive(991, 997, Positive, This is fun!, null, 2362)
SpeechPositive(995, 991, Positive, This is fun!, null, 2398)
SpeechPositive(993, 999, Positive, This is fun!, null, 2457)
SpeechPositive(993, 999, Positive, This is fun!, null, 2495)
SpeechPositive(995, 997, Positive, This is fun!, null, 2506)
SpeechPositive(991, 995, Positive, This is fun!, null, 2519)
SpeechPositive(991, 995, Positive, This is fun!, null, 2533)
SpeechPositive(991, 997, Positive, This is fun!, null, 2555)
SpeechPositive(995, 991, Positive, This is fun!, null, 2590)
SpeechNegative(997, 991, Negative, Not so fun ..., null, 2599)
SpeechNegative(995, 991, Negative, Not so fun ..., null, 2622)
SpeechPositive(991, 995, Positive, This is fun!, null, 2643)
SpeechPositive(997, 995, Positive, This is fun!, null, 2677)
SpeechPositive(999, 993, Positive, This is fun!, null, 2677)
SpeechPositive(997, 995, Positive, This is fun!, null, 2721)
SpeechProposal(997, 995, Proposal, Will you come to the prom with me!, null, 2721)
SpeechAccept(995, 997, Accept, Yes 997! I'd love to go to the Prom with you!, null, 2721)
SpeechPositive(995, 991, Positive, This is fun!, null, 2743)
SpeechPositive(993, 999, Positive, This is fun!, null, 2786)
SpeechPositive(993, 991, Positive, This is fun!, null, 2910)
SpeechPositive(999, 993, Positive, This is fun!, null, 2921)
