AILI(sub, obj, type, content, context, time)
SpeechGreet(995, 989, Positive, Nice to meet you!, null, 544)
SpeechPositive(995, 989, Positive, This is fun!, null, 544)
SpeechPositive(995, 989, Positive, This is fun!, null, 552)
SpeechPositive(989, 987, Positive, This is fun!, null, 558)
SpeechNegative(989, 991, Negative, Not so fun ..., null, 578)
SpeechNegative(987, 991, Negative, Not so fun ..., null, 595)
SpeechPositive(995, 993, Positive, This is fun!, null, 606)
SpeechNegative(989, 987, Negative, Not so fun ..., null, 608)
SpeechPositive(995, 993, Positive, This is fun!, null, 610)
SpeechNegative(991, 987, Negative, Not so fun ..., null, 624)
SpeechPositive(987, 991, Positive, This is fun!, null, 639)
SpeechPositive(991, 989, Positive, This is fun!, null, 650)
SpeechNegative(987, 989, Negative, Not so fun ..., null, 657)
SpeechNegative(989, 991, Negative, Not so fun ..., null, 670)
SpeechPositive(989, 987, Positive, This is fun!, null, 673)
SpeechPositive(995, 993, Positive, This is fun!, null, 679)
SpeechNegative(995, 993, Negative, Not so fun ..., null, 705)
SpeechPositive(987, 993, Positive, This is fun!, null, 717)
SpeechPositive(989, 993, Positive, This is fun!, null, 731)
SpeechPositive(989, 991, Positive, This is fun!, null, 737)
SpeechPositive(991, 987, Positive, This is fun!, null, 737)
SpeechNegative(991, 989, Negative, Not so fun ..., null, 764)
SpeechPositive(987, 991, Positive, This is fun!, null, 770)
SpeechPositive(991, 993, Positive, This is fun!, null, 780)
SpeechPositive(995, 989, Positive, This is fun!, null, 784)
SpeechPositive(991, 987, Positive, This is fun!, null, 819)
SpeechNegative(987, 993, Negative, Not so fun ..., null, 830)
SpeechPositive(987, 995, Positive, This is fun!, null, 835)
SpeechPositive(993, 995, Positive, This is fun!, null, 845)
SpeechNegative(987, 991, Negative, Not so fun ..., null, 847)
SpeechPositive(995, 991, Positive, This is fun!, null, 849)
SpeechPositive(991, 987, Positive, This is fun!, null, 851)
SpeechPositive(993, 987, Positive, This is fun!, null, 862)
SpeechPositive(995, 993, Positive, This is fun!, null, 862)
SpeechProposal(995, 993, Proposal, Will you come to the prom with me!, null, 862)
ThoughtConflict(993, 995, Conflict, Should I go to the Prom with 995? I really want to go with 989, null, 862)
SpeechRejection(993, 995, Rejection, I'm Sorry 995, I don't want to go to the Prom with you., null, 862)
SpeechProposal(993, 995, Proposal, Will you come to the prom with me!, null, 863)
ThoughtConflict(995, 993, Conflict, Should I go to the Prom with 993? I really want to go with 991, null, 863)
SpeechRejection(995, 993, Rejection, I'm Sorry 993, I don't want to go to the Prom with you., null, 863)
SpeechPositive(987, 995, Positive, This is fun!, null, 878)
SpeechPositive(991, 987, Positive, This is fun!, null, 882)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 903)
SpeechNegative(995, 987, Negative, Not so fun ..., null, 924)
SpeechPositive(993, 995, Positive, This is fun!, null, 936)
SpeechPositive(987, 995, Positive, This is fun!, null, 948)
SpeechPositive(995, 987, Positive, This is fun!, null, 957)
SpeechPositive(987, 995, Positive, This is fun!, null, 985)
SpeechProposal(987, 995, Proposal, Will you come to the prom with me!, null, 985)
ThoughtConflict(995, 987, Conflict, Should I go to the Prom with 987? I really want to go with 991, null, 985)
SpeechRejection(995, 987, Rejection, I'm Sorry 987, I don't want to go to the Prom with you., null, 985)
SpeechProposal(995, 987, Proposal, Will you come to the prom with me!, null, 985)
ThoughtConflict(987, 995, Conflict, Should I go to the Prom with 995? I really want to go with 993, null, 985)
SpeechRejection(987, 995, Rejection, I'm Sorry 995, I don't want to go to the Prom with you., null, 985)
SpeechPositive(991, 995, Positive, This is fun!, null, 986)
SpeechPositive(987, 991, Positive, This is fun!, null, 1011)
SpeechPositive(995, 991, Positive, This is fun!, null, 1014)
SpeechPositive(987, 993, Positive, This is fun!, null, 1019)
SpeechPositive(987, 995, Positive, This is fun!, null, 1036)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 1039)
SpeechPositive(991, 987, Positive, This is fun!, null, 1044)
SpeechProposal(991, 987, Proposal, Will you come to the prom with me!, null, 1044)
ThoughtConflict(987, 991, Conflict, Should I go to the Prom with 991? I really want to go with 993, null, 1044)
SpeechRejection(987, 991, Rejection, I'm Sorry 991, I don't want to go to the Prom with you., null, 1044)
SpeechProposal(987, 991, Proposal, Will you come to the prom with me!, null, 1045)
ThoughtConflict(991, 987, Conflict, Should I go to the Prom with 987? I really want to go with 995, null, 1045)
SpeechAccept(991, 987, Accept, Yes 987! I'd love to go to the Prom with you!, null, 1045)
SpeechNegative(987, 991, Negative, Not so fun ..., null, 1066)
SpeechPositive(993, 991, Positive, This is fun!, null, 1066)
SpeechPositive(991, 995, Positive, This is fun!, null, 1077)
SpeechPositive(995, 991, Positive, This is fun!, null, 1086)
SpeechPositive(993, 991, Positive, This is fun!, null, 1198)
SpeechPositive(995, 993, Positive, This is fun!, null, 1199)
SpeechPositive(987, 995, Positive, This is fun!, null, 1206)
SpeechPositive(993, 991, Positive, This is fun!, null, 1208)
SpeechPositive(993, 991, Positive, This is fun!, null, 1219)
SpeechPositive(987, 995, Positive, This is fun!, null, 1220)
SpeechPositive(991, 987, Positive, This is fun!, null, 1221)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 1272)
SpeechNegative(995, 991, Negative, Not so fun ..., null, 1276)
SpeechPositive(991, 995, Positive, This is fun!, null, 1322)
SpeechPositive(995, 987, Positive, This is fun!, null, 1324)
SpeechNegative(993, 995, Negative, Not so fun ..., null, 1350)
SpeechPositive(995, 993, Positive, This is fun!, null, 1352)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 1355)
SpeechPositive(991, 995, Positive, This is fun!, null, 1357)
SpeechPositive(993, 995, Positive, This is fun!, null, 1368)
SpeechProposal(993, 995, Proposal, Will you come to the prom with me!, null, 1368)
ThoughtConflict(995, 993, Conflict, Should I go to the Prom with 993? I really want to go with 991, null, 1368)
SpeechAccept(995, 993, Accept, Yes 993! I'd love to go to the Prom with you!, null, 1368)
SpeechPositive(987, 995, Positive, This is fun!, null, 1376)
SpeechPositive(995, 993, Positive, This is fun!, null, 1378)
SpeechPositive(991, 987, Positive, This is fun!, null, 1398)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 1416)
SpeechPositive(991, 993, Positive, This is fun!, null, 1417)
SpeechPositive(995, 987, Positive, This is fun!, null, 1430)
SpeechPositive(995, 993, Positive, This is fun!, null, 1431)
SpeechPositive(991, 995, Positive, This is fun!, null, 1444)
SpeechNegative(993, 995, Negative, Not so fun ..., null, 1471)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 1478)
