AILI(sub, obj, type, content, context, time)
SpeechPositive(999, 995, Positive, This is fun!, null, 1099)
SpeechNegative(997, 995, Negative, Not so fun ..., null, 1101)
SpeechPositive(993, 991, Positive, This is fun!, null, 1223)
SpeechPositive(993, 991, Positive, This is fun!, null, 1262)
SpeechPositive(995, 997, Positive, This is fun!, null, 1298)
SpeechPositive(993, 991, Positive, This is fun!, null, 1313)
SpeechPositive(997, 995, Positive, This is fun!, null, 1338)
SpeechPositive(991, 993, Positive, This is fun!, null, 1361)
SpeechPositive(993, 991, Positive, This is fun!, null, 1387)
SpeechPositive(995, 997, Positive, This is fun!, null, 1404)
SpeechPositive(997, 995, Positive, This is fun!, null, 1601)
SpeechProposal(997, 995, Proposal, Will you come to the prom with me!, null, 1601)
SpeechAccept(995, 997, Accept, Yes 997! I'd love to go to the Prom with you!, null, 1601)
SpeechPositive(991, 999, Positive, This is fun!, null, 1617)
SpeechPositive(999, 993, Positive, This is fun!, null, 1665)
SpeechNegative(993, 991, Negative, Not so fun ..., null, 1666)
SpeechPositive(997, 995, Positive, This is fun!, null, 1683)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 1712)
SpeechPositive(993, 991, Positive, This is fun!, null, 1751)
SpeechPositive(991, 993, Positive, This is fun!, null, 1792)
SpeechPositive(993, 991, Positive, This is fun!, null, 1796)
SpeechNegative(991, 999, Negative, Not so fun ..., null, 1846)
SpeechPositive(997, 995, Positive, This is fun!, null, 1864)
SpeechPositive(997, 999, Positive, This is fun!, null, 1868)
SpeechNegative(999, 995, Negative, Not so fun ..., null, 1871)
SpeechPositive(995, 999, Positive, This is fun!, null, 1875)
SpeechPositive(999, 991, Positive, This is fun!, null, 1907)
SpeechPositive(995, 999, Positive, This is fun!, null, 1936)
SpeechPositive(997, 995, Positive, This is fun!, null, 1941)
SpeechPositive(991, 999, Positive, This is fun!, null, 1962)
SpeechProposal(991, 999, Proposal, Will you come to the prom with me!, null, 1962)
ThoughtConflict(999, 991, Conflict, Should I go to the Prom with 991? I really want to go with 995, null, 1962)
SpeechAccept(999, 991, Accept, Yes 991! I'd love to go to the Prom with you!, null, 1962)
SpeechPositive(997, 991, Positive, This is fun!, null, 1987)
SpeechNegative(999, 991, Negative, Not so fun ..., null, 1992)
SpeechNegative(997, 999, Negative, Not so fun ..., null, 2030)
SpeechPositive(999, 991, Positive, This is fun!, null, 2054)
SpeechPositive(997, 995, Positive, This is fun!, null, 2055)
SpeechPositive(991, 999, Positive, This is fun!, null, 2059)
SpeechPositive(991, 995, Positive, This is fun!, null, 2061)
SpeechPositive(997, 995, Positive, This is fun!, null, 2075)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 2094)
SpeechPositive(999, 995, Positive, This is fun!, null, 2095)
SpeechPositive(997, 995, Positive, This is fun!, null, 2112)
SpeechPositive(997, 995, Positive, This is fun!, null, 2139)
SpeechPositive(997, 991, Positive, This is fun!, null, 2145)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 2155)
SpeechPositive(997, 991, Positive, This is fun!, null, 2164)
SpeechPositive(993, 999, Positive, This is fun!, null, 2168)
SpeechPositive(999, 995, Positive, This is fun!, null, 2182)
SpeechPositive(993, 999, Positive, This is fun!, null, 2183)
