AILI(sub, obj, type, content, context, time)
ThoughtPositive(987, 993, Positive, I think I like 993, null, 0)
ThoughtPositive(989, 987, Positive, I think I like 987, null, 0)
ThoughtPositive(991, 993, Positive, I think I like 993, null, 0)
ThoughtPositive(993, 995, Positive, I think I like 995, null, 0)
ThoughtPositive(995, 991, Positive, I think I like 991, null, 0)
SpeechGreet(989, 991, Positive, Nice to meet you!, null, 110)
SpeechPositive(989, 991, Positive, This is fun!, null, 110)
SpeechGreet(995, 993, Positive, Nice to meet you!, null, 292)
SpeechPositive(995, 993, Positive, This is fun!, null, 292)
SpeechGreet(989, 993, Positive, Nice to meet you!, null, 301)
SpeechNegative(989, 993, Negative, Not so fun ..., null, 301)
SpeechGreet(989, 995, Positive, Nice to meet you!, null, 316)
SpeechNegative(989, 995, Negative, Not so fun ..., null, 316)
SpeechGreet(993, 987, Positive, Nice to meet you!, null, 327)
SpeechPositive(993, 987, Positive, This is fun!, null, 327)
SpeechGreet(987, 989, Positive, Nice to meet you!, null, 328)
SpeechNegative(987, 989, Negative, Not so fun ..., null, 328)
SpeechPositive(993, 987, Positive, This is fun!, null, 340)
SpeechGreet(987, 995, Positive, Nice to meet you!, null, 394)
SpeechPositive(987, 995, Positive, This is fun!, null, 394)
SpeechPositive(987, 995, Positive, This is fun!, null, 410)
SpeechPositive(995, 989, Positive, This is fun!, null, 410)
SpeechPositive(989, 987, Positive, This is fun!, null, 420)
SpeechPositive(987, 993, Positive, This is fun!, null, 429)
SpeechPositive(987, 989, Positive, This is fun!, null, 434)
SpeechPositive(993, 987, Positive, This is fun!, null, 445)
SpeechPositive(995, 993, Positive, This is fun!, null, 473)
SpeechPositive(989, 993, Positive, This is fun!, null, 479)
SpeechNegative(993, 987, Negative, Not so fun ..., null, 576)
SpeechGreet(987, 991, Positive, Nice to meet you!, null, 582)
SpeechPositive(987, 991, Positive, This is fun!, null, 582)
SpeechNegative(987, 989, Negative, Not so fun ..., null, 660)
SpeechGreet(991, 993, Positive, Nice to meet you!, null, 673)
SpeechPositive(991, 993, Positive, This is fun!, null, 673)
SpeechPositive(995, 989, Positive, This is fun!, null, 690)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 695)
SpeechPositive(993, 991, Positive, This is fun!, null, 703)
SpeechPositive(989, 987, Positive, This is fun!, null, 709)
SpeechNegative(989, 987, Negative, Not so fun ..., null, 715)
SpeechPositive(991, 989, Positive, This is fun!, null, 730)
SpeechNegative(993, 989, Negative, Not so fun ..., null, 730)
SpeechPositive(989, 987, Positive, This is fun!, null, 735)
SpeechPositive(993, 991, Positive, This is fun!, null, 742)
SpeechPositive(993, 991, Positive, This is fun!, null, 746)
SpeechPositive(989, 993, Positive, This is fun!, null, 767)
SpeechPositive(991, 989, Positive, This is fun!, null, 785)
SpeechNegative(991, 989, Negative, Not so fun ..., null, 799)
SpeechPositive(991, 987, Positive, This is fun!, null, 821)
SpeechGreet(995, 991, Positive, Nice to meet you!, null, 872)
SpeechPositive(995, 991, Positive, This is fun!, null, 872)
SpeechPositive(989, 991, Positive, This is fun!, null, 877)
SpeechPositive(989, 987, Positive, This is fun!, null, 892)
SpeechPositive(991, 995, Positive, This is fun!, null, 898)
SpeechNegative(995, 991, Negative, Not so fun ..., null, 929)
SpeechPositive(995, 987, Positive, This is fun!, null, 933)
SpeechPositive(989, 987, Positive, This is fun!, null, 942)
SpeechPositive(989, 991, Positive, This is fun!, null, 948)
SpeechPositive(995, 987, Positive, This is fun!, null, 951)
SpeechPositive(989, 995, Positive, This is fun!, null, 963)
SpeechPositive(995, 987, Positive, This is fun!, null, 968)
SpeechPositive(989, 995, Positive, This is fun!, null, 998)
SpeechPositive(995, 987, Positive, This is fun!, null, 1030)
SpeechProposal(995, 987, Proposal, Will you come to the prom with me!, null, 1030)
ThoughtConflict(987, 995, Conflict, Should I go to the Prom with 995? I really want to go with 993, null, 1030)
SpeechAccept(987, 995, Accept, Yes 995! I'd love to go to the Prom with you!, null, 1030)
SpeechPositive(991, 987, Positive, This is fun!, null, 1033)
SpeechPositive(991, 989, Positive, This is fun!, null, 1236)
SpeechPositive(987, 993, Positive, This is fun!, null, 1288)
SpeechPositive(993, 987, Positive, This is fun!, null, 1428)
SpeechPositive(987, 993, Positive, This is fun!, null, 1439)
SpeechPositive(989, 991, Positive, This is fun!, null, 1458)
SpeechProposal(989, 991, Proposal, Will you come to the prom with me!, null, 1458)
ThoughtConflict(991, 989, Conflict, Should I go to the Prom with 989? I really want to go with 993, null, 1458)
SpeechRejection(991, 989, Rejection, I'm Sorry 989, I don't want to go to the Prom with you., null, 1458)
SpeechProposal(991, 989, Proposal, Will you come to the prom with me!, null, 1458)
ThoughtConflict(989, 991, Conflict, Should I go to the Prom with 991? I really want to go with 987, null, 1458)
SpeechAccept(989, 991, Accept, Yes 991! I'd love to go to the Prom with you!, null, 1458)
SpeechNegative(993, 987, Negative, Not so fun ..., null, 1501)
SpeechNegative(989, 993, Negative, Not so fun ..., null, 1588)
SpeechPositive(989, 995, Positive, This is fun!, null, 1591)
