AILI(sub, obj, type, content, context, time)
SpeechPositive(987, 993, Positive, This is fun!, null, 2014)
SpeechPositive(995, 991, Positive, This is fun!, null, 2052)
SpeechPositive(991, 995, Positive, This is fun!, null, 2072)
SpeechPositive(989, 995, Positive, This is fun!, null, 2079)
SpeechPositive(987, 993, Positive, This is fun!, null, 2096)
SpeechPositive(989, 995, Positive, This is fun!, null, 2109)
SpeechNegative(989, 995, Negative, Not so fun ..., null, 2130)
SpeechPositive(989, 995, Positive, This is fun!, null, 2172)
SpeechNegative(989, 995, Negative, Not so fun ..., null, 2183)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 2217)
SpeechPositive(989, 995, Positive, This is fun!, null, 2236)
SpeechPositive(989, 995, Positive, This is fun!, null, 2240)
SpeechPositive(989, 987, Positive, This is fun!, null, 2250)
SpeechPositive(989, 987, Positive, This is fun!, null, 2262)
SpeechProposal(989, 987, Proposal, Will you come to the prom with me!, null, 2262)
SpeechAccept(987, 989, Accept, Yes 989! I'd love to go to the Prom with you!, null, 2262)
SpeechPositive(987, 995, Positive, This is fun!, null, 2279)
SpeechPositive(995, 987, Positive, This is fun!, null, 2283)
SpeechPositive(995, 987, Positive, This is fun!, null, 2287)
SpeechPositive(991, 993, Positive, This is fun!, null, 2289)
