AILI(sub, obj, type, content, context, time)
ThoughtConflict(987, 989, Conflict, Should I go to the Prom with 989? I really want to go with 993, null, 795)
SpeechAccept(987, 989, Accept, Yes 989! I'd love to go to the Prom with you!, null, 795)
SpeechPositive(995, 989, Positive, This is fun!, null, 808)
SpeechPositive(995, 987, Positive, This is fun!, null, 836)
SpeechPositive(993, 987, Positive, This is fun!, null, 838)
SpeechPositive(993, 987, Positive, This is fun!, null, 858)
SpeechPositive(995, 987, Positive, This is fun!, null, 860)
SpeechNegative(993, 987, Negative, Not so fun ..., null, 868)
SpeechNegative(989, 993, Negative, Not so fun ..., null, 889)
SpeechPositive(993, 987, Positive, This is fun!, null, 919)
SpeechPositive(993, 995, Positive, This is fun!, null, 937)
SpeechPositive(987, 989, Positive, This is fun!, null, 943)
SpeechPositive(993, 989, Positive, This is fun!, null, 965)
SpeechPositive(993, 989, Positive, This is fun!, null, 983)
SpeechNegative(989, 993, Negative, Not so fun ..., null, 1030)
SpeechPositive(995, 989, Positive, This is fun!, null, 1037)
SpeechPositive(987, 989, Positive, This is fun!, null, 1051)
SpeechNegative(989, 995, Negative, Not so fun ..., null, 1066)
SpeechPositive(989, 995, Positive, This is fun!, null, 1071)
SpeechPositive(995, 987, Positive, This is fun!, null, 1071)
SpeechPositive(995, 987, Positive, This is fun!, null, 1077)
SpeechPositive(987, 995, Positive, This is fun!, null, 1090)
SpeechNegative(993, 989, Negative, Not so fun ..., null, 1090)
SpeechPositive(987, 989, Positive, This is fun!, null, 1184)
SpeechPositive(991, 995, Positive, This is fun!, null, 1190)
SpeechPositive(995, 989, Positive, This is fun!, null, 1200)
SpeechNegative(995, 987, Negative, Not so fun ..., null, 1202)
SpeechNegative(987, 991, Negative, Not so fun ..., null, 1205)
SpeechPositive(995, 987, Positive, This is fun!, null, 1265)
SpeechPositive(987, 991, Positive, This is fun!, null, 1276)
SpeechPositive(989, 987, Positive, This is fun!, null, 1276)
SpeechPositive(995, 987, Positive, This is fun!, null, 1307)
SpeechPositive(989, 995, Positive, This is fun!, null, 1309)
SpeechPositive(995, 989, Positive, This is fun!, null, 1333)
SpeechPositive(991, 989, Positive, This is fun!, null, 1338)
SpeechPositive(987, 995, Positive, This is fun!, null, 1344)
SpeechNegative(987, 989, Negative, Not so fun ..., null, 1347)
SpeechPositive(989, 995, Positive, This is fun!, null, 1354)
SpeechPositive(987, 995, Positive, This is fun!, null, 1358)
SpeechPositive(987, 995, Positive, This is fun!, null, 1384)
SpeechPositive(989, 991, Positive, This is fun!, null, 1391)
SpeechPositive(991, 987, Positive, This is fun!, null, 1398)
SpeechPositive(995, 989, Positive, This is fun!, null, 1402)
SpeechNegative(989, 987, Negative, Not so fun ..., null, 1412)
SpeechPositive(991, 989, Positive, This is fun!, null, 1437)
SpeechPositive(989, 991, Positive, This is fun!, null, 1442)
SpeechNegative(991, 989, Negative, Not so fun ..., null, 1445)
SpeechPositive(987, 995, Positive, This is fun!, null, 1447)
SpeechPositive(991, 989, Positive, This is fun!, null, 1448)
SpeechNegative(989, 991, Negative, Not so fun ..., null, 1454)
SpeechPositive(991, 989, Positive, This is fun!, null, 1468)
SpeechPositive(987, 989, Positive, This is fun!, null, 1480)
SpeechPositive(987, 989, Positive, This is fun!, null, 1605)
SpeechNegative(989, 987, Negative, Not so fun ..., null, 1732)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 1749)
SpeechPositive(989, 993, Positive, This is fun!, null, 1758)
SpeechNegative(987, 989, Negative, Not so fun ..., null, 1834)
SpeechPositive(989, 987, Positive, This is fun!, null, 1837)
SpeechPositive(987, 989, Positive, This is fun!, null, 1850)
SpeechPositive(991, 995, Positive, This is fun!, null, 1890)
SpeechPositive(995, 993, Positive, This is fun!, null, 1893)
SpeechPositive(989, 987, Positive, This is fun!, null, 1931)
SpeechNegative(991, 995, Negative, Not so fun ..., null, 1941)
SpeechPositive(991, 993, Positive, This is fun!, null, 1960)
SpeechNegative(993, 991, Negative, Not so fun ..., null, 1997)
SpeechPositive(995, 993, Positive, This is fun!, null, 2046)
SpeechProposal(995, 993, Proposal, Will you come to the prom with me!, null, 2046)
ThoughtConflict(993, 995, Conflict, Should I go to the Prom with 995? I really want to go with 989, null, 2046)
SpeechRejection(993, 995, Rejection, I'm Sorry 995, I don't want to go to the Prom with you., null, 2046)
SpeechProposal(993, 995, Proposal, Will you come to the prom with me!, null, 2047)
ThoughtConflict(995, 993, Conflict, Should I go to the Prom with 993? I really want to go with 989, null, 2047)
SpeechAccept(995, 993, Accept, Yes 993! I'd love to go to the Prom with you!, null, 2047)
SpeechPositive(995, 991, Positive, This is fun!, null, 2059)
SpeechPositive(991, 993, Positive, This is fun!, null, 2069)
SpeechPositive(995, 991, Positive, This is fun!, null, 2099)
SpeechPositive(987, 993, Positive, This is fun!, null, 2116)
SpeechPositive(987, 995, Positive, This is fun!, null, 2126)
SpeechPositive(989, 987, Positive, This is fun!, null, 2140)
SpeechPositive(989, 995, Positive, This is fun!, null, 2144)
