AILI(sub, obj, type, content, context, time)
SpeechPositive(987, 989, Positive, This is fun!, null, 713)
SpeechNegative(995, 989, Negative, Not so fun ..., null, 769)
SpeechPositive(991, 987, Positive, This is fun!, null, 784)
SpeechNegative(991, 987, Negative, Not so fun ..., null, 794)
SpeechPositive(987, 991, Positive, This is fun!, null, 855)
SpeechPositive(993, 989, Positive, This is fun!, null, 866)
SpeechGreet(995, 991, Positive, Nice to meet you!, null, 900)
SpeechPositive(995, 991, Positive, This is fun!, null, 900)
SpeechNegative(995, 991, Negative, Not so fun ..., null, 906)
SpeechGreet(995, 987, Positive, Nice to meet you!, null, 911)
SpeechNegative(995, 987, Negative, Not so fun ..., null, 911)
SpeechPositive(987, 995, Positive, This is fun!, null, 991)
SpeechPositive(993, 989, Positive, This is fun!, null, 1014)
SpeechPositive(995, 991, Positive, This is fun!, null, 1014)
SpeechPositive(993, 989, Positive, This is fun!, null, 1028)
SpeechNegative(987, 991, Negative, Not so fun ..., null, 1049)
SpeechPositive(993, 989, Positive, This is fun!, null, 1063)
SpeechProposal(993, 989, Proposal, Will you come to the prom with me!, null, 1063)
ThoughtConflict(989, 993, Conflict, Should I go to the Prom with 993? I really want to go with 991, null, 1063)
SpeechRejection(989, 993, Rejection, I'm Sorry 993, I don't want to go to the Prom with you., null, 1063)
SpeechPositive(991, 987, Positive, This is fun!, null, 1064)
SpeechPositive(987, 991, Positive, This is fun!, null, 1076)
SpeechPositive(993, 987, Positive, This is fun!, null, 1247)
SpeechPositive(995, 989, Positive, This is fun!, null, 1256)
SpeechPositive(995, 989, Positive, This is fun!, null, 1268)
SpeechPositive(995, 989, Positive, This is fun!, null, 1297)
SpeechPositive(989, 995, Positive, This is fun!, null, 1312)
SpeechProposal(989, 995, Proposal, Will you come to the prom with me!, null, 1312)
ThoughtConflict(995, 989, Conflict, Should I go to the Prom with 989? I really want to go with 993, null, 1312)
SpeechAccept(995, 989, Accept, Yes 989! I'd love to go to the Prom with you!, null, 1312)
SpeechNegative(989, 995, Negative, Not so fun ..., null, 1364)
SpeechNegative(987, 993, Negative, Not so fun ..., null, 1371)
SpeechPositive(987, 993, Positive, This is fun!, null, 1404)
SpeechPositive(989, 995, Positive, This is fun!, null, 1421)
SpeechPositive(993, 987, Positive, This is fun!, null, 1468)
SpeechPositive(995, 989, Positive, This is fun!, null, 1471)
SpeechPositive(991, 989, Positive, This is fun!, null, 1599)
SpeechNegative(987, 991, Negative, Not so fun ..., null, 1611)
SpeechPositive(987, 993, Positive, This is fun!, null, 1647)
SpeechPositive(991, 987, Positive, This is fun!, null, 1654)
SpeechNegative(989, 991, Negative, Not so fun ..., null, 1668)
SpeechNegative(991, 993, Negative, Not so fun ..., null, 1675)
SpeechPositive(987, 993, Positive, This is fun!, null, 1678)
SpeechPositive(987, 989, Positive, This is fun!, null, 1681)
SpeechPositive(991, 993, Positive, This is fun!, null, 1687)
SpeechPositive(987, 993, Positive, This is fun!, null, 1701)
SpeechPositive(989, 991, Positive, This is fun!, null, 1710)
SpeechPositive(989, 991, Positive, This is fun!, null, 1724)
SpeechPositive(987, 989, Positive, This is fun!, null, 1732)
SpeechNegative(991, 987, Negative, Not so fun ..., null, 1735)
SpeechPositive(993, 989, Positive, This is fun!, null, 1737)
SpeechPositive(993, 989, Positive, This is fun!, null, 1745)
SpeechNegative(989, 991, Negative, Not so fun ..., null, 1764)
SpeechPositive(989, 993, Positive, This is fun!, null, 1766)
SpeechPositive(993, 987, Positive, This is fun!, null, 1768)
SpeechProposal(993, 987, Proposal, Will you come to the prom with me!, null, 1768)
ThoughtConflict(987, 993, Conflict, Should I go to the Prom with 993? I really want to go with 989, null, 1768)
SpeechAccept(987, 993, Accept, Yes 993! I'd love to go to the Prom with you!, null, 1768)
SpeechPositive(987, 991, Positive, This is fun!, null, 1779)
SpeechPositive(987, 993, Positive, This is fun!, null, 1779)
SpeechPositive(991, 989, Positive, This is fun!, null, 1809)
SpeechPositive(987, 989, Positive, This is fun!, null, 1824)
SpeechNegative(991, 989, Negative, Not so fun ..., null, 1834)
