AILI(sub, obj, type, content, context, time)
ResponseAILI(User, Karen, EXPRESSIVE, well go ahead, rummy, 13:56:38)
DiscardEventAILI(Karen, card, null, null , rummy, 13:56:39)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:56:43)
FacialExpressionAILI(User, null, SMILE, null , null, 13:56:43)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:56:44)
FacialExpressionAILI(User, null, SMILE, null , null, 13:56:45)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:56:47)
FacialExpressionAILI(User, null, SMILE, null , null, 13:56:50)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:56:51)
LayOffEventAILI(User, card, null, null , rummy, 13:56:53)
FacialExpressionAILI(User, null, SMILE, null , null, 13:56:54)
FacialExpressionAILI(User, null, SMILE, null , null, 13:56:59)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:57:01)
FacialExpressionAILI(User, null, SMILE, null , null, 13:57:03)
DiscardEventAILI(User, card, null, null , rummy, 13:57:03)
SpeechAILI(User, Karen, EXPRESSIVE, haha, lay off!, null, 13:57:09)
ResponseAILI(Karen, User, EXPRESSIVE, awesome, rummy, 13:57:09)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:57:09)
DiscardEventAILI(Karen, card, null, null , rummy, 13:57:13)
SpeechAILI(Karen, User, EXPRESSIVE, that was the best i could do, null, 13:57:16)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:57:17)
FacialExpressionAILI(User, null, SMILE, null , null, 13:57:18)
ResponseAILI(User, Karen, EXPRESSIVE, but watch me!, rummy, 13:57:26)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 13:57:31)
MeldEventAILI(User, card, null, null , rummy, 13:57:31)
FacialExpressionAILI(User, null, SMILE, null , null, 13:57:33)
GameOverAILI(game, null, null, null , rummy, 13:57:38)
SpeechAILI(User, Karen, EXPRESSIVE, i finally win. good game., null, 13:57:38)
