AILI(sub, obj, type, content, context, time)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:21:07)
DiscardEventAILI(Karen, card, null, null , rummy, 15:21:07)
FacialExpressionAILI(User, null, SMILE, null , null, 15:21:08)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:21:10)
FacialExpressionAILI(User, null, SMILE, null , null, 15:21:11)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:21:12)
FacialExpressionAILI(User, null, SMILE, null , null, 15:21:15)
DiscardEventAILI(User, card, null, null , rummy, 15:21:25)
SpeechAILI(User, Karen, EXPRESSIVE, i like playing with you, null, 15:21:30)
ResponseAILI(Karen, User, EXPRESSIVE, i learn from smart people like you, rummy, 15:21:30)
DiscardEventAILI(Karen, card, null, null , rummy, 15:21:34)
SpeechAILI(Karen, User, EXPRESSIVE, i love playing games, null, 15:21:42)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:21:43)
ResponseAILI(User, Karen, EXPRESSIVE, me too, rummy, 15:21:46)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:21:46)
DiscardEventAILI(User, card, null, null , rummy, 15:21:56)
DiscardEventAILI(Karen, card, null, null , rummy, 15:22)
SpeechAILI(User, Karen, EXPRESSIVE, i like playing with you, null, 15:22:09)
ResponseAILI(Karen, User, EXPRESSIVE, then we should play more!, rummy, 15:22:09)
DiscardEventAILI(User, card, null, null , rummy, 15:22:17)
FacialExpressionAILI(User, null, SMILE, null , null, 15:22:19)
DiscardEventAILI(Karen, card, null, null , rummy, 15:22:30)
FacialExpressionAILI(User, null, SMILE, null , null, 15:22:42)
LayOffEventAILI(User, card, null, null , rummy, 15:22:45)
DiscardEventAILI(User, card, null, null , rummy, 15:22:53)
DiscardEventAILI(Karen, card, null, null , rummy, 15:23)
DiscardEventAILI(User, card, null, null , rummy, 15:23:16)
DiscardEventAILI(Karen, card, null, null , rummy, 15:23:20)
DiscardEventAILI(User, card, null, null , rummy, 15:23:45)
DiscardEventAILI(Karen, card, null, null , rummy, 15:23:48)
FacialExpressionAILI(User, null, SMILE, null , null, 15:23:51)
DiscardEventAILI(User, card, null, null , rummy, 15:24)
DiscardEventAILI(Karen, card, null, null , rummy, 15:24:04)
DiscardEventAILI(User, card, null, null , rummy, 15:24:17)
DiscardEventAILI(Karen, card, null, null , rummy, 15:24:18)
SpeechAILI(User, Karen, EXPRESSIVE, you do play very well, null, 15:24:28)
ResponseAILI(Karen, User, EXPRESSIVE, i am very happy to hear that, rummy, 15:24:28)
DiscardEventAILI(User, card, null, null , rummy, 15:24:36)
SpeechAILI(User, Karen, EXPRESSIVE, i like playing with you, null, 15:24:39)
ResponseAILI(Karen, User, EXPRESSIVE, i learn from smart people like you, rummy, 15:24:39)
DiscardEventAILI(Karen, card, null, null , rummy, 15:24:43)
SpeechAILI(User, Karen, EXPRESSIVE, you do play very well, null, 15:24:52)
ResponseAILI(Karen, User, EXPRESSIVE, thanks, i like it too, rummy, 15:24:52)
DiscardEventAILI(User, card, null, null , rummy, 15:25)
DiscardEventAILI(Karen, card, null, null , rummy, 15:25:01)
DiscardEventAILI(User, card, null, null , rummy, 15:25:19)
FacialExpressionAILI(User, null, SMILE, null , null, 15:25:25)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:25:31)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:25:36)
FacialExpressionAILI(User, null, LAUGHTER, null , null, 15:25:39)
